Brand,Family,Reference,Name,Movement,Produced,Limited,Bezel,Glass,Back,Shape,Diameter,Height,Lug Width,W/R,Nickname,Color,Finish,Indexes,Hands,Price,Materials,image_file,image_file_processed
Certina,DS First,C0144171105100,DS First Ceramic Chronograph Bracelet,"ETA caliber 251.262
Hours, Minutes, Small Seconds | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,12.50 mm,22.00 mm,200.00 m,,Black,,Stick / Dot,Stick,"""750""","Ceramic, Stainless Steel",C0144171105100.jpg,processed_C0144171105100.jpg
Certina,DS Action,C032.851.44.087.00,DS Action 41 Quartz Titanium / Grey,"ETA caliber F06.411
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,41.00 mm,10.90 mm,20.00 mm,200.00 m,,Grey,,Stick / Dot,Dauphine,"""585""",,C032.851.44.087.00.jpg,processed_C032.851.44.087.00.jpg
Certina,DS First,C0144101605100,DS First Ceramic Strap,"ETA caliber 955.112
Hours, Minutes, Seconds | Date",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,11.20 mm,22.00 mm,200.00 m,,Black,,Stick / Dot,Sword,"""520""","Ceramic, Stainless Steel",C0144101605100.jpg,processed_C0144101605100.jpg
Certina,DS Podium,C0016171629700,DS Podium Big Size Chrono Brown,"ETA caliber 251.262
Hours, Minutes, Small Seconds | Date | Chronograph",,No,Tachymeter,Sapphire,Closed,Round,42.00 mm,11.30 mm,21.00 mm,100.00 m,,Brown,,Stick / Dot,Stick,"""495""",,C0016171629700.jpg,processed_C0016171629700.jpg
Certina,DS First,C030.250.11.056.00,Ds First Lady Chronograph Moon Phase Stainless Steel - Ceramic / Black / Bracelet,"ETA caliber G10.962 BH
Hours, Minutes, Small Seconds | Date | Chronograph, Rattrapante | Moonphase",,No,,Sapphire,Closed,Round,38.00 mm,,19.00 mm,100.00 m,,Silver,,,Feuille,"""870""","Ceramic, Stainless Steel",C030.250.11.056.00.jpg,processed_C030.250.11.056.00.jpg
Certina,DS-2,C024.410.16.031.21,DS-2 Quartz Stainless Steel / Silver / Strap,"ETA caliber F06.411
Hours, Minutes, Seconds | Date",2014,No,,Sapphire,Closed,Round,40.00 mm,9.45 mm,21.00 mm,100.00 m,,Silver,,Stick / Dot,Stick,"""385""",,C024.410.16.031.21.jpg,processed_C024.410.16.031.21.jpg
Certina,DS-2,C024.618.16.051.00,DS-2 Chronograph Flyback Stainless Steel / Black / Strap,"ETA caliber 251.294 PRD
Hours, Minutes, Small Seconds | Date | Chronograph, Flyback",,No,Tachymeter,Sapphire,Closed,,43.00 mm,,,,,Black,,Stick / Dot,Stick,"""840""",,C024.618.16.051.00.jpg,processed_C024.618.16.051.00.jpg
Certina,DS-2,C024.410.44.081.20,DS-2 Quartz Titanium / Grey / Bracelet,"ETA caliber F06.411
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,40.00 mm,9.30 mm,21.00 mm,100.00 m,,Grey,Sunburst,Stick / Dot,Stick,"""495""",,C024.410.44.081.20.jpg,processed_C024.410.44.081.20.jpg
Certina,DS-2,C024.410.11.081.20,DS-2 Quartz Stainless Steel / Grey / Bracelet,"ETA caliber F06.411
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,40.00 mm,9.30 mm,21.00 mm,100.00 m,,Grey,Sunburst,Stick / Dot,Stick,"""395""",,C024.410.11.081.20.jpg,processed_C024.410.11.081.20.jpg
Certina,DS First,C0142173305100,DS First Lady Ceramic Chrono Rose Bracelet,"ETA caliber 251.471
Hours, Small Seconds, Minutes | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,17.00 mm,100.00 m,,Black,,Stick / Dot,Stick,"""895""","Ceramic, Stainless Steel",C0142173305100.jpg,processed_C0142173305100.jpg
Certina,DS-2,C0244101105102,DS-2 Green Bracelet,"ETA caliber F06.411
Hours, Minutes, Seconds | Date",2014,No,,Sapphire,Closed,Round,40.00 mm,9.45 mm,21.00 mm,100.00 m,,Black,,Stick / Dot,Stick,"""415""",,C0244101105102.jpg,processed_C0244101105102.jpg
Certina,DS Podium,C0014104408700,DS Podium 3 Hands Titanium,"ETA caliber F06.111
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,38.00 mm,8.40 mm,19.00 mm,100.00 m,,Grey,,Mixed,Sword,"""415""",,C0014104408700.jpg,processed_C0014104408700.jpg
Certina,DS First,C0144071108101,DS First Day-Date,"ETA caliber 2836-2
Hours, Minutes, Seconds | Date, Day",,No,,Sapphire,Open,Round,41.00 mm,12.90 mm,,100.00 m,Anthracite,Grey,,Stick / Dot,Stick,"""580""",,C0144071108101.jpg,processed_C0144071108101.jpg
Certina,DS First,C0142171105101,DS First Lady Ceramic Chrono Black,"ETA caliber 251.471
Hours, Small Seconds, Minutes | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,17.00 mm,100.00 m,,Black,,Stick / Dot,Stick,"""655""","Ceramic, Stainless Steel",C0142171105101.jpg,processed_C0142171105101.jpg
Certina,DS First,C0142171701100,DS First Lady Ceramic Chrono White,"ETA caliber 251.471
Hours, Small Seconds, Minutes | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,17.00 mm,100.00 m,,Silver,,Stick / Dot,Stick,"""515""","Ceramic, Stainless Steel",C0142171701100.jpg,processed_C0142171701100.jpg
Certina,DS First,C0142353701100,DS First Lady Ceramic Rose,"ETA caliber G15.211
Hours, Minutes, Small Seconds | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,,100.00 m,,White,,Stick / Dot,Stick,"""485""","Ceramic, Stainless Steel",C0142353701100.jpg,processed_C0142353701100.jpg
Certina,DS First,C0142353601100,DS First Lady Ceramic Rose,"ETA caliber G15.211
Hours, Minutes, Small Seconds | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,,100.00 m,,White,,Stick / Dot,Stick,"""485""","Ceramic, Stainless Steel",C0142353601100.jpg,processed_C0142353601100.jpg
Certina,DS-2,C0244101105101,DS-2 Yellow,"ETA caliber F06.411
Hours, Minutes, Seconds | Date",2014,No,,Sapphire,Closed,Round,40.00 mm,9.45 mm,21.00 mm,100.00 m,,Black,,Stick / Dot,Stick,"""415""",,C0244101105101.jpg,processed_C0244101105101.jpg
Certina,DS-2,C0244101105100,DS-2 Bracelet,"ETA caliber F06.411
Hours, Minutes, Seconds | Date",2014,No,,Sapphire,Closed,Round,40.00 mm,9.45 mm,21.00 mm,100.00 m,,Black,,Stick / Dot,Stick,"""415""",,C0244101105100.jpg,processed_C0244101105100.jpg
Certina,DS-2,C024.410.11.051.20,DS-2 Quartz Stainless Steel / Black / BRacelet,"ETA caliber F06.411
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,40.00 mm,9.30 mm,21.00 mm,100.00 m,,Black,Matte,Stick / Dot,Stick,"""395""",,C024.410.11.051.20.jpg,processed_C024.410.11.051.20.jpg
Certina,DS-2,C024.447.22.051.00,DS-2 Chronograph Two Tone / Black / Bracelet,"ETA caliber 251.264 PRD
Hours, Minutes, Small Seconds, Foudroyante Seconds | Date | Chronograph, Rattrapante",,No,Tachymeter,Sapphire,Closed,Round,41.00 mm,12.95 mm,22.00 mm,100.00 m,,Black,,Stick / Dot,Stick,"""895""",,C024.447.22.051.00.jpg,processed_C024.447.22.051.00.jpg
Certina,DS First,C0142351705100,DS First Lady Ceramic Black,"ETA caliber G15.211
Hours, Minutes, Small Seconds | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,,100.00 m,,Black,,Stick / Dot,Stick,"""410""","Ceramic, Stainless Steel",C0142351705100.jpg,processed_C0142351705100.jpg
Certina,DS First,C0142351101101,DS First Lady Ceramic White Bracelet,"ETA caliber G15.211
Hours, Minutes, Small Seconds | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,,100.00 m,,White,,Stick / Dot,Stick,"""560""","Ceramic, Stainless Steel",C0142351101101.jpg,processed_C0142351101101.jpg
Certina,DS-2,C024.618.26.031.00,DS 2 Chronograph Flyback Stainless Steel / Rose Gold PVD / Silver / Strap,"ETA caliber 251.294 PRD
Hours, Minutes, Small Seconds | Date | Chronograph, Flyback",,No,Tachymeter,Sapphire,Closed,Round,41.00 mm,12.45 mm,22.00 mm,100.00 m,,Grey,,Stick / Dot,Stick,"""870""",,C024.618.26.031.00.jpg,processed_C024.618.26.031.00.jpg
Certina,DS First,C0142173705100,DS First Lady Ceramic Chrono Rose,"ETA caliber 251.471
Hours, Small Seconds, Minutes | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,17.00 mm,100.00 m,,Black,,Stick / Dot,Stick,"""590""","Ceramic, Stainless Steel",C0142173705100.jpg,processed_C0142173705100.jpg
Certina,DS First,C0142173605100,DS First Lady Ceramic Chrono Rose,"ETA caliber 251.471
Hours, Small Seconds, Minutes | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,17.00 mm,100.00 m,,Black,,Stick / Dot,Stick,"""590""","Ceramic, Stainless Steel",C0142173605100.jpg,processed_C0142173605100.jpg
Certina,DS First,C0144104408100,DS First Ceramic Titanium,"ETA caliber 955.112
Hours, Minutes, Seconds | Date",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,11.20 mm,22.00 mm,200.00 m,,Grey,,Stick / Dot,Sword,"""730""","Titanium, Ceramic",C0144104408100.jpg,processed_C0144104408100.jpg
Certina,DS Action,C032.051.44.036.00,DS Action Diamonds 33.8 Titanium / Silver,"ETA caliber F06.412
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,33.80 mm,9.13 mm,15.00 mm,200.00 m,,Silver,,Stick / Dot,Dauphine,"""580""",,C032.051.44.036.00.jpg,processed_C032.051.44.036.00.jpg
Certina,DS-2,C0244471108100,DS 2 Chrono 1/100 Sec PreciDrive Grey,"ETA caliber 251.264 PRD
Hours, Minutes, Small Seconds, Foudroyante Seconds | Date | Chronograph, Rattrapante",,No,Tachymeter,Sapphire,Closed,Round,41.00 mm,12.45 mm,22.00 mm,100.00 m,,Grey,,Stick / Dot,Stick,"""685""",,C0244471108100.jpg,processed_C0244471108100.jpg
Certina,DS First,C030.250.11.106.00,Ds First Lady Chronograph Moon Phase Stainless Steel - Ceramic / MOP / Bracelet,"ETA caliber G10.962 BH
Hours, Minutes, Small Seconds | Date | Chronograph, Rattrapante | Moonphase",,No,,Sapphire,Closed,Round,38.00 mm,,19.00 mm,100.00 m,,White,,Stick / Dot,Feuille,"""870""","Ceramic, Stainless Steel",C030.250.11.106.00.jpg,processed_C030.250.11.106.00.jpg
Certina,DS-2,C024.410.11.041.20,DS-2 Quartz Stainless Steel / Blue / Bracelet,"ETA caliber F06.411
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,40.00 mm,9.30 mm,21.00 mm,100.00 m,,Blue,Sunburst,Stick / Dot,Stick,"""395""",,C024.410.11.041.20.jpg,processed_C024.410.11.041.20.jpg
Certina,DS-2,C024.447.26.031.00,DS-2 Chronograph Two Tone / Silver,"ETA caliber 251.264 PRD
Hours, Minutes, Small Seconds, Foudroyante Seconds | Date | Chronograph, Rattrapante",,No,Tachymeter,Sapphire,Closed,Round,41.00 mm,12.95 mm,22.00 mm,100.00 m,,Silver,,Stick / Dot,Stick,"""770""",,C024.447.26.031.00.jpg,processed_C024.447.26.031.00.jpg
Certina,DS First,C0142353301100,DS First Lady Ceramic Rose White Bracelet,"ETA caliber G15.211
Hours, Minutes, Small Seconds | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,,100.00 m,,White,,Stick / Dot,Stick,"""810""","Ceramic, Stainless Steel",C0142353301100.jpg,processed_C0142353301100.jpg
Certina,DS Podium,C0016394408700,DS Podium Big Size Chrono GMT Titanium Grey,"ETA caliber G10.961
Hours, Minutes, Small Seconds, Additional 24 Hour Hand (fixed) | Date | Chronograph, Rattrapante",,No,Tachymeter,Sapphire,Closed,Round,42.00 mm,11.82 mm,21.00 mm,100.00 m,,Grey,,Mixed,Sword,"""625""",,C0016394408700.jpg,processed_C0016394408700.jpg
Certina,DS-2,C024.447.11.081.00,DS-2 Chronograph Stainless Steel / Grey,"ETA caliber 251.264 PRD
Hours, Minutes, Small Seconds, Foudroyante Seconds | Date | Chronograph, Rattrapante",,No,Tachymeter,Sapphire,Closed,Round,41.00 mm,12.95 mm,22.00 mm,100.00 m,,Grey,,Stick / Dot,Stick,"""755""",,C024.447.11.081.00.jpg,processed_C024.447.11.081.00.jpg
Certina,DS-2,C024.410.16.041.20,DS-2 Quartz Stainless Steel / Blue,"ETA caliber F06.411
Hours, Minutes, Seconds | Date",,No,,Sapphire,Closed,Round,40.00 mm,9.30 mm,21.00 mm,100.00 m,,Blue,Sunburst,Stick / Dot,Stick,"""385""",,C024.410.16.041.20.jpg,processed_C024.410.16.041.20.jpg
Certina,DS First,C030.250.16.106.00,Ds First Lady Chronograph Moon Phase Stainless Steel - Ceramic / MOP,"ETA caliber G10.962 BH
Hours, Minutes, Small Seconds | Date | Chronograph, Rattrapante | Moonphase",,No,,Sapphire,Closed,Round,38.00 mm,,19.00 mm,100.00 m,,White,,Stick / Dot,Feuille,"""760""",,C030.250.16.106.00.jpg,processed_C030.250.16.106.00.jpg
Certina,DS First,C0144072203100,DS First Day-Date,"ETA caliber 2836-2
Hours, Minutes, Seconds | Date, Day",,No,,Sapphire,Open,Round,41.00 mm,12.90 mm,,100.00 m,,Silver,,Stick / Dot,Stick,"""670""",,C0144072203100.jpg,processed_C0144072203100.jpg
Certina,DS Action,C032.429.11.051.00,DS Action GMT Powermatic 80 Stainless Steel / Black / Bracelet,"ETA caliber C07.661
Hours, Minutes, Seconds, Additional 24 Hour Hand (adjustable) | Date",,No,"Rotating, 0-60 (Dive)",Sapphire,Open,Round,43.10 mm,12.60 mm,,200.00 m,,Black,,Stick / Dot,Arrow,"""950""",,C032.429.11.051.00.jpg,processed_C032.429.11.051.00.jpg
Certina,DS First,C0142173701100,DS First Lady Ceramic Chrono Rose White,"ETA caliber 251.471
Hours, Small Seconds, Minutes | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,17.00 mm,100.00 m,,White,,Stick / Dot,Stick,"""590""","Ceramic, Stainless Steel",C0142173701100.jpg,processed_C0142173701100.jpg
Certina,DS First,C0142173601100,DS First Lady Ceramic Chrono Rose White,"ETA caliber 251.471
Hours, Small Seconds, Minutes | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,17.00 mm,100.00 m,,White,,Stick / Dot,Stick,"""590""","Ceramic, Stainless Steel",C0142173601100.jpg,processed_C0142173601100.jpg
Certina,DS First,C0144174408100,DS First Ceramic Chronograph Titanium,"ETA caliber 251.262
Hours, Minutes, Small Seconds | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,12.50 mm,22.00 mm,200.00 m,,Black,,Stick / Dot,Stick,"""925""","Titanium, Ceramic",C0144174408100.jpg,processed_C0144174408100.jpg
Certina,DS First,C0142351701100,DS First Lady Ceramic White,"ETA caliber G15.211
Hours, Minutes, Small Seconds | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,,100.00 m,,White,,Stick / Dot,Stick,"""410""","Ceramic, Stainless Steel",C0142351701100.jpg,processed_C0142351701100.jpg
Certina,DS First,C0142351105101,DS First Lady Ceramic Black Bracelet,"ETA caliber G15.211
Hours, Minutes, Small Seconds | Date | Chronograph",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,34.80 mm,11.00 mm,,100.00 m,,Black,,Stick / Dot,Stick,"""560""","Ceramic, Stainless Steel",C0142351105101.jpg,processed_C0142351105101.jpg
Certina,DS Action,C032.430.16.041.00,DS Action Powermatic 80 Day-Date Stainless Steel / Blue / Strap,"ETA caliber C07.621
Hours, Minutes, Seconds | Date, Day",,No,,Sapphire,Open,Round,41.00 mm,,,200.00 m,,Blue,,Stick / Dot,Dauphine,"""675""",,C032.430.16.041.00.jpg,processed_C032.430.16.041.00.jpg
Certina,DS Action,C013.417.27.057.01,DS Action Chronograph Rubber,"ETA caliber G10.211
Hours, Minutes, Small Seconds | Date | Chronograph, Rattrapante",,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,42.50 mm,13.00 mm,21.00 mm,200.00 m,,Black,,Stick / Dot,Stick,"""475""",,C013.417.27.057.01.jpg,processed_C013.417.27.057.01.jpg
Certina,DS First,C030.250.36.056.00,Ds First Lady Chronograph Moon Phase Rose Gold - Ceramic / Black,"ETA caliber G10.962 BH
Hours, Minutes, Small Seconds | Date | Chronograph, Rattrapante | Moonphase",,No,,Sapphire,Closed,Round,38.00 mm,,19.00 mm,100.00 m,,Black,,Stick / Dot,Feuille,"""850""",,C030.250.36.056.00.jpg,processed_C030.250.36.056.00.jpg
Certina,DS First,C0144071105100,DS First Day-Date,"ETA caliber 2836-2
Hours, Minutes, Seconds | Date, Day",,No,,Sapphire,Open,Round,41.00 mm,12.90 mm,,100.00 m,,Black,,Stick / Dot,Stick,"""555""",,C0144071105100.jpg,processed_C0144071105100.jpg
Certina,DS Podium,C0014271603701,DS Podium Chronograph Panda,"ETA caliber C01.211
Hours, Minutes, Small Seconds | Date | Chronograph",2014,No,,Sapphire,Closed,Round,42.00 mm,15.18 mm,21.00 mm,100.00 m,Panda,Silver,,Mixed,Alpha,"""835""",,C0014271603701.jpg,processed_C0014271603701.jpg
Certina,DS Podium,C001.647.36.057.00,DS Podium Big Size Chrono 1/100 Sec PVD,"ETA caliber 251.264 PRD
Hours, Minutes, Small Seconds, Foudroyante Seconds | Date | Chronograph, Rattrapante",,No,Tachymeter,Sapphire,Closed,Round,44.00 mm,11.30 mm,22.00 mm,200.00 m,,Black,,Mixed,Stick,,,C001.647.36.057.00.jpg,processed_C001.647.36.057.00.jpg
Omega,Seamaster Diver 300M,2332.20.00,Seamaster Diver 300M Automatic 41 Stainless Steel / Yellow Gold / White / Bracelet,"Omega caliber 1120
Hours, Minutes, Seconds | Date | Chronometer",2021,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,,20.00 mm,300.00 m,,White,,,Proprietary,"""2620""","Yellow Gold, Stainless Steel",2332.20.00.jpg,processed_2332.20.00.jpg
Omega,Aqua Terra,231.10.39.61.02.001,Seamaster Aqua Terra 150M Quartz 38.5 Stainless Steel / Silver / Bracelet,"Omega caliber 1538
Hours, Minutes, Seconds | Date | Chronometer",,No,,Sapphire,Closed,Round,38.50 mm,,,150.00 m,,Silver,,Stick / Dot,Arrow,"""2100""",,231.10.39.61.02.001.jpg,processed_231.10.39.61.02.001.jpg
Omega,Speedmaster (Non-Moonwatch),311.92.44.51.01.003,Speedmaster Moonwatch Co-Axial Dark Side of the Moon,"Omega caliber 9300
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel | Chronometer, Co-Axial Escapement",2013,No,Tachymeter,Sapphire,Open,Round,44.25 mm,,21.00 mm,50.00 m,,Black,Gloss,Stick / Dot,Stick,"""9800""",,311.92.44.51.01.003.jpg,processed_311.92.44.51.01.003.jpg
Omega,Seamaster Diver 300M,212.30.41.20.01.002,Seamaster Diver 300M Co-Axial 41 Stainless Steel / Black / Bracelet,"Omega caliber 2500
Hours, Minutes, Seconds | Date | Co-Axial Escapement, Chronometer",,No,"Rotating, 0-60 (Dive)",Sapphire,Hunter,Round,41.00 mm,,20.00 mm,300.00 m,,Black,,Stick / Dot,Proprietary,"""2910""",,212.30.41.20.01.002.jpg,processed_212.30.41.20.01.002.jpg
Omega,Speedmaster (Non-Moonwatch),331.10.42.51.01.001,Speedmaster 57 Co-Axial Stainless Steel / Black / Bracelet,"Omega caliber 9300
Hours, Minutes, Small Seconds | Date | Chronograph, Column wheel | Chronometer, Co-Axial Escapement",2013 - 2021,No,Tachymeter,Sapphire,Open,Round,41.50 mm,16.50 mm,20.00 mm,100.00 m,,Black,,Stick / Dot,Alpha,"""7400""",,331.10.42.51.01.001.jpg,processed_331.10.42.51.01.001.jpg
Omega,Speedmaster Moonwatch,310.20.42.50.01.001,Speedmaster Professional Moonwatch Apollo 11 50 Anniversary Stainless Steel / Moonshine Gold,"Omega caliber 3861
Small Seconds, Hours, Minutes | Chronograph | Chronometer",2019,"Yes, 6969 units",Tachymeter,Sapphire,Open,Round,42.00 mm,,20.00 mm,50.00 m,,Black,,Stick / Dot,Stick,"""9100""","Stainless Steel, Moonshine Gold",310.20.42.50.01.001.jpg,processed_310.20.42.50.01.001.jpg
Omega,Speedmaster Moonwatch,310.30.42.50.01.002,Speedmaster Professional Moonwatch 3861 Stainless Steel / Black / Sapphire / Bracelet,"Omega caliber 3861
Small Seconds, Hours, Minutes | Chronograph | Chronometer",2021,No,Tachymeter,Sapphire,Open,Round,42.00 mm,13.18 mm,20.00 mm,50.00 m,,Black,Matte,Stick / Dot,Stick,"""7100""",,310.30.42.50.01.002.jpg,processed_310.30.42.50.01.002.jpg
Omega,Aqua Terra,231.13.42.22.01.001,Seamaster Aqua Terra 150m Co-Axial 41.5 Day-Date Stainless Steel / Black,"Omega caliber 8602
Hours, Minutes, Seconds | Date, Day | Chronometer, Co-Axial Escapement",2012,No,,Sapphire,Open,Round,41.50 mm,,,150.00 m,,Black,,Stick / Dot,Arrow,"""6500""",,231.13.42.22.01.001.jpg,processed_231.13.42.22.01.001.jpg
Omega,Speedmaster (Non-Moonwatch),3513.20.00,Speedmaster Date 40 Stainless Steel / White / Bracelet / Olympic Los Angeles 1932,"Omega caliber 1152
Hours, Minutes, Small Seconds | Date | Chronograph",2004 - 2007,No,Tachymeter,Sapphire,Closed,Round,40.00 mm,,,100.00 m,,Black,,Stick / Dot,Stick,"""1720""",,3513.20.00.jpg,processed_3513.20.00.jpg
Omega,Speedmaster (Non-Moonwatch),323.30.40.40.06.001,Speedmaster Date 40 Stainless Steel / Grey / Bracelet,"Omega caliber 3304
Hours, Minutes, Small Seconds | Date | Chronograph",,No,Tachymeter,Sapphire,Closed,Round,40.00 mm,,19.00 mm,100.00 m,,Grey,Sunburst,Stick / Dot,Stick,"""3050""",,323.30.40.40.06.001.jpg,processed_323.30.40.40.06.001.jpg
Omega,Speedmaster Moonwatch,310.30.42.50.01.001,Speedmaster Professional Moonwatch 3861 Stainless Steel / Black / Plexi / Bracelet,"Omega caliber 3861
Small Seconds, Hours, Minutes | Chronograph | Chronometer",2021,No,Tachymeter,Plexi,Closed,Round,42.00 mm,13.58 mm,20.00 mm,50.00 m,,Black,Matte,Stick / Dot,Stick,"""6200""",,310.30.42.50.01.001.jpg,processed_310.30.42.50.01.001.jpg
Omega,Aqua Terra,2503.50.00,Seamaster Aqua Terra 150M Co-Axial 39.2 Stainless Steel / Black / Bracelet,"Omega caliber 2500
Hours, Minutes, Seconds | Date | Co-Axial Escapement, Chronometer",2002,No,,Sapphire,Open,Round,39.20 mm,,,150.00 m,,Black,,Stick / Dot,Arrow,"""2490""",,2503.50.00.jpg,processed_2503.50.00.jpg
Omega,Speedmaster Moonwatch,CK2915-1,Speedmaster Broad Arrow,"Omega caliber 321
Small Seconds, Hours, Minutes | Chronograph, Column wheel",1957 - 1959/6,No,Tachymeter,Plexi,Closed,Round,38.60 mm,,19.00 mm,,,Black,,Stick / Dot,Arrow,,,CK2915-1.jpg,processed_CK2915-1.jpg
Omega,Aqua Terra,231.10.42.22.01.001,Seamaster Aqua Terra 150m Co-Axial 41.5 Day-Date Stainless Steel / Black,"Omega caliber 8602
Hours, Minutes, Seconds | Date, Day | Chronometer, Co-Axial Escapement",2012,No,,Sapphire,Open,Round,41.50 mm,,,150.00 m,,Black,,Stick / Dot,Arrow,"""6600""",,231.10.42.22.01.001.jpg,processed_231.10.42.22.01.001.jpg
Omega,Speedmaster Moonwatch,310.32.42.50.02.001,Speedmaster Professional Moonwatch Apollo 13 50th Anniversary Snoopy,"Omega caliber 3861
Small Seconds, Hours, Minutes | Chronograph | Chronometer",2020/7,No,Tachymeter,Sapphire,Open,Round,42.00 mm,14.47 mm,20.00 mm,50.00 m,,Silver,Matte,Stick / Dot,Stick,"""9600""",,310.32.42.50.02.001.jpg,processed_310.32.42.50.02.001.jpg
Omega,Aqua Terra,231.13.39.22.02.001,Seamaster Aqua Terra 150M Co-Axial 38.5 Annual Calendar 38.5 Stainless Steel / Silver,"Omega caliber 8601
Hours, Minutes, Seconds | Date, Annual Calendar, Month | Chronometer, Co-Axial Escapement",,No,,Sapphire,Open,Round,38.50 mm,,,150.00 m,,Silver,,Stick / Dot,Arrow,"""7100""",,231.13.39.22.02.001.jpg,processed_231.13.39.22.02.001.jpg
Omega,Speedmaster Moonwatch,311.50.39.30.01.001,Speedmaster 321 38.6,"Omega caliber 321 B
Small Seconds, Hours, Minutes | Chronograph, Column wheel",2022,No,Tachymeter,Sapphire,Open,Round,38.60 mm,,19.00 mm,60.00 m,,Black,Gloss,Stick / Dot,Arrow,"""85600""",,311.50.39.30.01.001.jpg,processed_311.50.39.30.01.001.jpg
Omega,Speedmaster (Non-Moonwatch),3539.50.00,Speedmaster Reduced Stainless Steel / Black / Bracelet,"Omega caliber 3220
Hours, Minutes, Small Seconds | Chronograph",2010,No,Tachymeter,Sapphire,Closed,Round,39.00 mm,,18.00 mm,100.00 m,,Black,,Stick / Dot,Stick,"""2080""",,3539.50.00.jpg,processed_3539.50.00.jpg
Omega,Seamaster Diver 300M,210.93.42.20.99.001,Seamaster Diver 300M Master Co-Axial 42 Platinum Aston Martin Neiman Marcus,"Omega caliber 8807
Hours, Minutes, Seconds | Chronometer, Co-Axial Escapement",2019,"Yes, 7 units","Rotating, 0-60 (Dive)",Sapphire,Open,Round,42.00 mm,,20.00 mm,300.00 m,,Silver,,Stick / Dot,Sword,"""115100""",,210.93.42.20.99.001.jpg,processed_210.93.42.20.99.001.jpg
Omega,Seamaster Diver 300M,2254.50.00,Seamaster Diver 300M Automatic 41 Stainless Steel / Black / Bracelet,"Omega caliber 1120
Hours, Minutes, Seconds | Date | Chronometer",2000,No,"Rotating, 0-60 (Dive)",Sapphire,Closed,Round,41.00 mm,,20.00 mm,300.00 m,,Black,,Stick / Dot,Sword,"""1870""",,2254.50.00.jpg,processed_2254.50.00.jpg
Omega,Speedmaster Moonwatch,3597.08.00,Speedmaster Professional Missions Gemini X,"Omega caliber 1861
Small Seconds, Hours, Minutes | Chronograph",1997/1 - 1998/7,"Yes, 200 units",Tachymeter,Plexi,Closed,Round,42.00 mm,,20.00 mm,50.00 m,Gemini X,Black,,Stick / Dot,Stick,"""1982""",,3597.08.00.jpg,processed_3597.08.00.jpg
Breitling,Navitimer,A2232212-B600,Cosmonaute,"Breitling caliber B22
Hours, Minutes, Small Seconds | Date | Chronograph, Flyback",2002 - 2011,No,Sliderule,Sapphire,Closed,Round,41.50 mm,14.40 mm,22.00 mm,30.00 m,,Black,,Arabic Numerals,Stick,"""6050""",,A2232212-B600.jpg,processed_A2232212-B600.jpg
